Time from [CET/CEST],Time to [CET/CEST],Load [MW]
2021-01-05 15:30:00,2021-01-05 15:45:00,7904.000
2021-01-05 15:45:00,2021-01-05 16:00:00,7944.000
2021-01-05 16:00:00,2021-01-05 16:15:00,8024.000
2021-01-05 16:15:00,2021-01-05 16:30:00,8116.000
2021-01-05 16:30:00,2021-01-05 16:45:00,8216.000
2021-01-05 16:45:00,2021-01-05 17:00:00,8300.000
2021-01-05 17:00:00,2021-01-05 17:15:00,8336.000
2021-01-05 17:15:00,2021-01-05 17:30:00,8376.000
2021-01-05 17:30:00,2021-01-05 17:45:00,8380.000
2021-01-05 17:45:00,2021-01-05 18:00:00,8380.000
2021-01-05 18:00:00,2021-01-05 18:15:00,8348.000
2021-01-05 18:15:00,2021-01-05 18:30:00,8296.000
2021-01-05 18:30:00,2021-01-05 18:45:00,8244.000
2021-01-05 18:45:00,2021-01-05 19:00:00,8176.000
2021-01-05 19:00:00,2021-01-05 19:15:00,8052.000
2021-01-05 19:15:00,2021-01-05 19:30:00,7944.000
2021-01-05 19:30:00,2021-01-05 19:45:00,7836.000
2021-01-05 19:45:00,2021-01-05 20:00:00,7744.000
2021-01-05 20:00:00,2021-01-05 20:15:00,7624.000
2021-01-05 20:15:00,2021-01-05 20:30:00,7504.000
2021-01-05 20:30:00,2021-01-05 20:45:00,7384.000
2021-01-05 20:45:00,2021-01-05 21:00:00,7268.000
2021-01-05 21:00:00,2021-01-05 21:15:00,7132.000
2021-01-05 21:15:00,2021-01-05 21:30:00,7012.000
2021-01-05 21:30:00,2021-01-05 21:45:00,6896.000
2021-01-05 21:45:00,2021-01-05 22:00:00,6812.000
2021-01-05 22:00:00,2021-01-05 22:15:00,7036.000
2021-01-05 22:15:00,2021-01-05 22:30:00,6980.000
2021-01-05 22:30:00,2021-01-05 22:45:00,6844.000
2021-01-05 22:45:00,2021-01-05 23:00:00,6728.000
2021-01-05 23:00:00,2021-01-05 23:15:00,6672.000
2021-01-05 23:15:00,2021-01-05 23:30:00,6536.000
2021-01-05 23:30:00,2021-01-05 23:45:00,6424.000
2021-01-05 23:45:00,2021-01-06 00:00:00,6328.000
2021-01-06 00:00:00,2021-01-06 00:15:00,5928.000
2021-01-06 00:15:00,2021-01-06 00:30:00,5836.000
2021-01-06 00:30:00,2021-01-06 00:45:00,5728.000
2021-01-06 00:45:00,2021-01-06 01:00:00,5636.000
2021-01-06 01:00:00,2021-01-06 01:15:00,5616.000
2021-01-06 01:15:00,2021-01-06 01:30:00,5532.000
2021-01-06 01:30:00,2021-01-06 01:45:00,5456.000
2021-01-06 01:45:00,2021-01-06 02:00:00,5396.000
2021-01-06 02:00:00,2021-01-06 02:15:00,5488.000
2021-01-06 02:15:00,2021-01-06 02:30:00,5424.000
2021-01-06 02:30:00,2021-01-06 02:45:00,5356.000
2021-01-06 02:45:00,2021-01-06 03:00:00,5304.000
2021-01-06 03:00:00,2021-01-06 03:15:00,5272.000
2021-01-06 03:15:00,2021-01-06 03:30:00,5232.000
2021-01-06 03:30:00,2021-01-06 03:45:00,5212.000
2021-01-06 03:45:00,2021-01-06 04:00:00,5200.000
2021-01-06 04:00:00,2021-01-06 04:15:00,5228.000
2021-01-06 04:15:00,2021-01-06 04:30:00,5232.000
2021-01-06 04:30:00,2021-01-06 04:45:00,5260.000
2021-01-06 04:45:00,2021-01-06 05:00:00,5284.000
2021-01-06 05:00:00,2021-01-06 05:15:00,5352.000
2021-01-06 05:15:00,2021-01-06 05:30:00,5388.000
2021-01-06 05:30:00,2021-01-06 05:45:00,5444.000
2021-01-06 05:45:00,2021-01-06 06:00:00,5480.000
2021-01-06 06:00:00,2021-01-06 06:15:00,5468.000
2021-01-06 06:15:00,2021-01-06 06:30:00,5532.000
2021-01-06 06:30:00,2021-01-06 06:45:00,5612.000
2021-01-06 06:45:00,2021-01-06 07:00:00,5696.000
2021-01-06 07:00:00,2021-01-06 07:15:00,5792.000
2021-01-06 07:15:00,2021-01-06 07:30:00,5884.000
2021-01-06 07:30:00,2021-01-06 07:45:00,5980.000
2021-01-06 07:45:00,2021-01-06 08:00:00,6044.000
2021-01-06 08:00:00,2021-01-06 08:15:00,6144.000
2021-01-06 08:15:00,2021-01-06 08:30:00,6224.000
2021-01-06 08:30:00,2021-01-06 08:45:00,6320.000
2021-01-06 08:45:00,2021-01-06 09:00:00,6404.000
2021-01-06 09:00:00,2021-01-06 09:15:00,6504.000
2021-01-06 09:15:00,2021-01-06 09:30:00,6568.000
2021-01-06 09:30:00,2021-01-06 09:45:00,6628.000
2021-01-06 09:45:00,2021-01-06 10:00:00,6684.000
2021-01-06 10:00:00,2021-01-06 10:15:00,6748.000
2021-01-06 10:15:00,2021-01-06 10:30:00,6800.000
2021-01-06 10:30:00,2021-01-06 10:45:00,6844.000
2021-01-06 10:45:00,2021-01-06 11:00:00,6896.000
2021-01-06 11:00:00,2021-01-06 11:15:00,6932.000
2021-01-06 11:15:00,2021-01-06 11:30:00,6992.000
2021-01-06 11:30:00,2021-01-06 11:45:00,6980.000
2021-01-06 11:45:00,2021-01-06 12:00:00,6932.000
2021-01-06 12:00:00,2021-01-06 12:15:00,6912.000
2021-01-06 12:15:00,2021-01-06 12:30:00,6816.000
2021-01-06 12:30:00,2021-01-06 12:45:00,6724.000
2021-01-06 12:45:00,2021-01-06 13:00:00,6656.000
2021-01-06 13:00:00,2021-01-06 13:15:00,6628.000
2021-01-06 13:15:00,2021-01-06 13:30:00,6580.000
2021-01-06 13:30:00,2021-01-06 13:45:00,6528.000
2021-01-06 13:45:00,2021-01-06 14:00:00,6484.000
2021-01-06 14:00:00,2021-01-06 14:15:00,6464.000
2021-01-06 14:15:00,2021-01-06 14:30:00,6452.000
2021-01-06 14:30:00,2021-01-06 14:45:00,6448.000
2021-01-06 14:45:00,2021-01-06 15:00:00,6444.000
2021-01-06 15:00:00,2021-01-06 15:15:00,6456.000
2021-01-06 15:15:00,2021-01-06 15:30:00,6468.000
2021-01-06 15:30:00,2021-01-06 15:45:00,6504.000
2021-01-06 15:45:00,2021-01-06 16:00:00,6552.000
2021-01-06 16:00:00,2021-01-06 16:15:00,6624.000
2021-01-06 16:15:00,2021-01-06 16:30:00,6744.000
2021-01-06 16:30:00,2021-01-06 16:45:00,6844.000
2021-01-06 16:45:00,2021-01-06 17:00:00,6972.000
2021-01-06 17:00:00,2021-01-06 17:15:00,7060.000
2021-01-06 17:15:00,2021-01-06 17:30:00,7136.000
2021-01-06 17:30:00,2021-01-06 17:45:00,7172.000
2021-01-06 17:45:00,2021-01-06 18:00:00,7204.000
2021-01-06 18:00:00,2021-01-06 18:15:00,7232.000
2021-01-06 18:15:00,2021-01-06 18:30:00,7220.000
2021-01-06 18:30:00,2021-01-06 18:45:00,7184.000
2021-01-06 18:45:00,2021-01-06 19:00:00,7156.000
2021-01-06 19:00:00,2021-01-06 19:15:00,7068.000
2021-01-06 19:15:00,2021-01-06 19:30:00,7016.000
2021-01-06 19:30:00,2021-01-06 19:45:00,6956.000
2021-01-06 19:45:00,2021-01-06 20:00:00,6916.000
2021-01-06 20:00:00,2021-01-06 20:15:00,6868.000
2021-01-06 20:15:00,2021-01-06 20:30:00,6784.000
2021-01-06 20:30:00,2021-01-06 20:45:00,6704.000
2021-01-06 20:45:00,2021-01-06 21:00:00,6616.000
2021-01-06 21:00:00,2021-01-06 21:15:00,6532.000
2021-01-06 21:15:00,2021-01-06 21:30:00,6444.000
2021-01-06 21:30:00,2021-01-06 21:45:00,6360.000
2021-01-06 21:45:00,2021-01-06 22:00:00,6336.000
2021-01-06 22:00:00,2021-01-06 22:15:00,6608.000
2021-01-06 22:15:00,2021-01-06 22:30:00,6576.000
2021-01-06 22:30:00,2021-01-06 22:45:00,6464.000
2021-01-06 22:45:00,2021-01-06 23:00:00,6360.000
2021-01-06 23:00:00,2021-01-06 23:15:00,6308.000
2021-01-06 23:15:00,2021-01-06 23:30:00,6192.000
2021-01-06 23:30:00,2021-01-06 23:45:00,6076.000
2021-01-06 23:45:00,2021-01-07 00:00:00,5992.000
2021-01-07 00:00:00,2021-01-07 00:15:00,6284.000
2021-01-07 00:15:00,2021-01-07 00:30:00,6188.000
2021-01-07 00:30:00,2021-01-07 00:45:00,6092.000
2021-01-07 00:45:00,2021-01-07 01:00:00,6000.000
2021-01-07 01:00:00,2021-01-07 01:15:00,5992.000
2021-01-07 01:15:00,2021-01-07 01:30:00,5920.000
2021-01-07 01:30:00,2021-01-07 01:45:00,5852.000
2021-01-07 01:45:00,2021-01-07 02:00:00,5800.000
2021-01-07 02:00:00,2021-01-07 02:15:00,5872.000
2021-01-07 02:15:00,2021-01-07 02:30:00,5812.000
2021-01-07 02:30:00,2021-01-07 02:45:00,5760.000
2021-01-07 02:45:00,2021-01-07 03:00:00,5716.000
2021-01-07 03:00:00,2021-01-07 03:15:00,5700.000
2021-01-07 03:15:00,2021-01-07 03:30:00,5680.000
2021-01-07 03:30:00,2021-01-07 03:45:00,5680.000
2021-01-07 03:45:00,2021-01-07 04:00:00,5692.000
2021-01-07 04:00:00,2021-01-07 04:15:00,5748.000
2021-01-07 04:15:00,2021-01-07 04:30:00,5784.000
2021-01-07 04:30:00,2021-01-07 04:45:00,5848.000
2021-01-07 04:45:00,2021-01-07 05:00:00,5940.000
2021-01-07 05:00:00,2021-01-07 05:15:00,6096.000
2021-01-07 05:15:00,2021-01-07 05:30:00,6220.000
2021-01-07 05:30:00,2021-01-07 05:45:00,6364.000
2021-01-07 05:45:00,2021-01-07 06:00:00,6524.000
2021-01-07 06:00:00,2021-01-07 06:15:00,6720.000
2021-01-07 06:15:00,2021-01-07 06:30:00,6920.000
2021-01-07 06:30:00,2021-01-07 06:45:00,7092.000
2021-01-07 06:45:00,2021-01-07 07:00:00,7260.000
2021-01-07 07:00:00,2021-01-07 07:15:00,7492.000
2021-01-07 07:15:00,2021-01-07 07:30:00,7632.000
2021-01-07 07:30:00,2021-01-07 07:45:00,7740.000
2021-01-07 07:45:00,2021-01-07 08:00:00,7824.000
2021-01-07 08:00:00,2021-01-07 08:15:00,7940.000
2021-01-07 08:15:00,2021-01-07 08:30:00,8000.000
2021-01-07 08:30:00,2021-01-07 08:45:00,8064.000
2021-01-07 08:45:00,2021-01-07 09:00:00,8112.000
2021-01-07 09:00:00,2021-01-07 09:15:00,8144.000
2021-01-07 09:15:00,2021-01-07 09:30:00,8176.000
2021-01-07 09:30:00,2021-01-07 09:45:00,8208.000
2021-01-07 09:45:00,2021-01-07 10:00:00,8232.000
2021-01-07 10:00:00,2021-01-07 10:15:00,8252.000
2021-01-07 10:15:00,2021-01-07 10:30:00,8272.000
2021-01-07 10:30:00,2021-01-07 10:45:00,8296.000
2021-01-07 10:45:00,2021-01-07 11:00:00,8324.000
2021-01-07 11:00:00,2021-01-07 11:15:00,8316.000
2021-01-07 11:15:00,2021-01-07 11:30:00,8348.000
2021-01-07 11:30:00,2021-01-07 11:45:00,8344.000
2021-01-07 11:45:00,2021-01-07 12:00:00,8316.000
2021-01-07 12:00:00,2021-01-07 12:15:00,8296.000
2021-01-07 12:15:00,2021-01-07 12:30:00,8216.000
2021-01-07 12:30:00,2021-01-07 12:45:00,8152.000
2021-01-07 12:45:00,2021-01-07 13:00:00,8112.000
2021-01-07 13:00:00,2021-01-07 13:15:00,8100.000
2021-01-07 13:15:00,2021-01-07 13:30:00,8064.000
2021-01-07 13:30:00,2021-01-07 13:45:00,8020.000
2021-01-07 13:45:00,2021-01-07 14:00:00,7976.000
2021-01-07 14:00:00,2021-01-07 14:15:00,7952.000
2021-01-07 14:15:00,2021-01-07 14:30:00,7936.000
2021-01-07 14:30:00,2021-01-07 14:45:00,7912.000
2021-01-07 14:45:00,2021-01-07 15:00:00,7904.000
2021-01-07 15:00:00,2021-01-07 15:15:00,7916.000
2021-01-07 15:15:00,2021-01-07 15:30:00,7916.000
2021-01-07 15:30:00,2021-01-07 15:45:00,7932.000
2021-01-07 15:45:00,2021-01-07 16:00:00,7964.000
2021-01-07 16:00:00,2021-01-07 16:15:00,8044.000
2021-01-07 16:15:00,2021-01-07 16:30:00,8120.000
2021-01-07 16:30:00,2021-01-07 16:45:00,8212.000
2021-01-07 16:45:00,2021-01-07 17:00:00,8296.000
2021-01-07 17:00:00,2021-01-07 17:15:00,8340.000
2021-01-07 17:15:00,2021-01-07 17:30:00,8384.000
2021-01-07 17:30:00,2021-01-07 17:45:00,8392.000
2021-01-07 17:45:00,2021-01-07 18:00:00,8388.000
2021-01-07 18:00:00,2021-01-07 18:15:00,8352.000
2021-01-07 18:15:00,2021-01-07 18:30:00,8304.000
2021-01-07 18:30:00,2021-01-07 18:45:00,8248.000
2021-01-07 18:45:00,2021-01-07 19:00:00,8180.000
2021-01-07 19:00:00,2021-01-07 19:15:00,8036.000
2021-01-07 19:15:00,2021-01-07 19:30:00,7932.000
2021-01-07 19:30:00,2021-01-07 19:45:00,7824.000
2021-01-07 19:45:00,2021-01-07 20:00:00,7732.000
2021-01-07 20:00:00,2021-01-07 20:15:00,7600.000
2021-01-07 20:15:00,2021-01-07 20:30:00,7484.000
2021-01-07 20:30:00,2021-01-07 20:45:00,7372.000
2021-01-07 20:45:00,2021-01-07 21:00:00,7256.000
2021-01-07 21:00:00,2021-01-07 21:15:00,7104.000
2021-01-07 21:15:00,2021-01-07 21:30:00,6988.000
2021-01-07 21:30:00,2021-01-07 21:45:00,6872.000
2021-01-07 21:45:00,2021-01-07 22:00:00,6792.000
2021-01-07 22:00:00,2021-01-07 22:15:00,7020.000
2021-01-07 22:15:00,2021-01-07 22:30:00,6964.000
2021-01-07 22:30:00,2021-01-07 22:45:00,6836.000
2021-01-07 22:45:00,2021-01-07 23:00:00,6716.000
2021-01-07 23:00:00,2021-01-07 23:15:00,6656.000
2021-01-07 23:15:00,2021-01-07 23:30:00,6528.000
2021-01-07 23:30:00,2021-01-07 23:45:00,6420.000
2021-01-07 23:45:00,2021-01-08 00:00:00,6304.000
2021-01-08 00:00:00,2021-01-08 00:15:00,6284.000
2021-01-08 00:15:00,2021-01-08 00:30:00,6184.000
2021-01-08 00:30:00,2021-01-08 00:45:00,6084.000
2021-01-08 00:45:00,2021-01-08 01:00:00,5992.000
2021-01-08 01:00:00,2021-01-08 01:15:00,5988.000
2021-01-08 01:15:00,2021-01-08 01:30:00,5916.000
2021-01-08 01:30:00,2021-01-08 01:45:00,5844.000
2021-01-08 01:45:00,2021-01-08 02:00:00,5788.000
2021-01-08 02:00:00,2021-01-08 02:15:00,5864.000
2021-01-08 02:15:00,2021-01-08 02:30:00,5804.000
2021-01-08 02:30:00,2021-01-08 02:45:00,5748.000
2021-01-08 02:45:00,2021-01-08 03:00:00,5700.000
2021-01-08 03:00:00,2021-01-08 03:15:00,5684.000
2021-01-08 03:15:00,2021-01-08 03:30:00,5664.000
2021-01-08 03:30:00,2021-01-08 03:45:00,5660.000
2021-01-08 03:45:00,2021-01-08 04:00:00,5672.000
2021-01-08 04:00:00,2021-01-08 04:15:00,5732.000
2021-01-08 04:15:00,2021-01-08 04:30:00,5768.000
2021-01-08 04:30:00,2021-01-08 04:45:00,5832.000
2021-01-08 04:45:00,2021-01-08 05:00:00,5920.000
2021-01-08 05:00:00,2021-01-08 05:15:00,6080.000
2021-01-08 05:15:00,2021-01-08 05:30:00,6204.000
2021-01-08 05:30:00,2021-01-08 05:45:00,6356.000
2021-01-08 05:45:00,2021-01-08 06:00:00,6512.000
2021-01-08 06:00:00,2021-01-08 06:15:00,6692.000
2021-01-08 06:15:00,2021-01-08 06:30:00,6896.000
2021-01-08 06:30:00,2021-01-08 06:45:00,7068.000
2021-01-08 06:45:00,2021-01-08 07:00:00,7240.000
2021-01-08 07:00:00,2021-01-08 07:15:00,7452.000
2021-01-08 07:15:00,2021-01-08 07:30:00,7596.000
2021-01-08 07:30:00,2021-01-08 07:45:00,7704.000
2021-01-08 07:45:00,2021-01-08 08:00:00,7788.000
2021-01-08 08:00:00,2021-01-08 08:15:00,7904.000
2021-01-08 08:15:00,2021-01-08 08:30:00,7968.000
2021-01-08 08:30:00,2021-01-08 08:45:00,8036.000
2021-01-08 08:45:00,2021-01-08 09:00:00,8088.000
2021-01-08 09:00:00,2021-01-08 09:15:00,8124.000
2021-01-08 09:15:00,2021-01-08 09:30:00,8156.000
2021-01-08 09:30:00,2021-01-08 09:45:00,8192.000
2021-01-08 09:45:00,2021-01-08 10:00:00,8216.000
2021-01-08 10:00:00,2021-01-08 10:15:00,8236.000
2021-01-08 10:15:00,2021-01-08 10:30:00,8252.000
2021-01-08 10:30:00,2021-01-08 10:45:00,8280.000
2021-01-08 10:45:00,2021-01-08 11:00:00,8312.000
2021-01-08 11:00:00,2021-01-08 11:15:00,8300.000
2021-01-08 11:15:00,2021-01-08 11:30:00,8332.000
2021-01-08 11:30:00,2021-01-08 11:45:00,8320.000
2021-01-08 11:45:00,2021-01-08 12:00:00,8292.000
2021-01-08 12:00:00,2021-01-08 12:15:00,8284.000
2021-01-08 12:15:00,2021-01-08 12:30:00,8204.000
2021-01-08 12:30:00,2021-01-08 12:45:00,8136.000
2021-01-08 12:45:00,2021-01-08 13:00:00,8096.000
2021-01-08 13:00:00,2021-01-08 13:15:00,8088.000
2021-01-08 13:15:00,2021-01-08 13:30:00,8052.000
2021-01-08 13:30:00,2021-01-08 13:45:00,8012.000
2021-01-08 13:45:00,2021-01-08 14:00:00,7968.000
2021-01-08 14:00:00,2021-01-08 14:15:00,7944.000
2021-01-08 14:15:00,2021-01-08 14:30:00,7928.000
2021-01-08 14:30:00,2021-01-08 14:45:00,7908.000
2021-01-08 14:45:00,2021-01-08 15:00:00,7900.000
2021-01-08 15:00:00,2021-01-08 15:15:00,7908.000
2021-01-08 15:15:00,2021-01-08 15:30:00,7908.000
2021-01-08 15:30:00,2021-01-08 15:45:00,7924.000
2021-01-08 15:45:00,2021-01-08 16:00:00,7956.000
2021-01-08 16:00:00,2021-01-08 16:15:00,8032.000
2021-01-08 16:15:00,2021-01-08 16:30:00,8104.000
2021-01-08 16:30:00,2021-01-08 16:45:00,8192.000
2021-01-08 16:45:00,2021-01-08 17:00:00,8280.000
2021-01-08 17:00:00,2021-01-08 17:15:00,8328.000
2021-01-08 17:15:00,2021-01-08 17:30:00,8368.000
2021-01-08 17:30:00,2021-01-08 17:45:00,8376.000
2021-01-08 17:45:00,2021-01-08 18:00:00,8372.000
2021-01-08 18:00:00,2021-01-08 18:15:00,8340.000
2021-01-08 18:15:00,2021-01-08 18:30:00,8280.000
2021-01-08 18:30:00,2021-01-08 18:45:00,8220.000
2021-01-08 18:45:00,2021-01-08 19:00:00,8152.000
2021-01-08 19:00:00,2021-01-08 19:15:00,8016.000
2021-01-08 19:15:00,2021-01-08 19:30:00,7908.000
2021-01-08 19:30:00,2021-01-08 19:45:00,7804.000
2021-01-08 19:45:00,2021-01-08 20:00:00,7708.000
2021-01-08 20:00:00,2021-01-08 20:15:00,7584.000
2021-01-08 20:15:00,2021-01-08 20:30:00,7464.000
2021-01-08 20:30:00,2021-01-08 20:45:00,7356.000
2021-01-08 20:45:00,2021-01-08 21:00:00,7240.000
2021-01-08 21:00:00,2021-01-08 21:15:00,7096.000
2021-01-08 21:15:00,2021-01-08 21:30:00,6972.000
2021-01-08 21:30:00,2021-01-08 21:45:00,6852.000
2021-01-08 21:45:00,2021-01-08 22:00:00,6768.000
2021-01-08 22:00:00,2021-01-08 22:15:00,7000.000
2021-01-08 22:15:00,2021-01-08 22:30:00,6948.000
2021-01-08 22:30:00,2021-01-08 22:45:00,6820.000
2021-01-08 22:45:00,2021-01-08 23:00:00,6704.000
2021-01-08 23:00:00,2021-01-08 23:15:00,6660.000
2021-01-08 23:15:00,2021-01-08 23:30:00,6532.000
2021-01-08 23:30:00,2021-01-08 23:45:00,6420.000
2021-01-08 23:45:00,2021-01-09 00:00:00,6324.000
2021-01-09 00:00:00,2021-01-09 00:15:00,6228.000
2021-01-09 00:15:00,2021-01-09 00:30:00,6140.000
2021-01-09 00:30:00,2021-01-09 00:45:00,6032.000
2021-01-09 00:45:00,2021-01-09 01:00:00,5940.000
2021-01-09 01:00:00,2021-01-09 01:15:00,5888.000
2021-01-09 01:15:00,2021-01-09 01:30:00,5800.000
2021-01-09 01:30:00,2021-01-09 01:45:00,5728.000
2021-01-09 01:45:00,2021-01-09 02:00:00,5660.000
2021-01-09 02:00:00,2021-01-09 02:15:00,5728.000
2021-01-09 02:15:00,2021-01-09 02:30:00,5664.000
2021-01-09 02:30:00,2021-01-09 02:45:00,5608.000
2021-01-09 02:45:00,2021-01-09 03:00:00,5564.000
2021-01-09 03:00:00,2021-01-09 03:15:00,5536.000
2021-01-09 03:15:00,2021-01-09 03:30:00,5504.000
2021-01-09 03:30:00,2021-01-09 03:45:00,5492.000
2021-01-09 03:45:00,2021-01-09 04:00:00,5500.000
2021-01-09 04:00:00,2021-01-09 04:15:00,5544.000
2021-01-09 04:15:00,2021-01-09 04:30:00,5556.000
2021-01-09 04:30:00,2021-01-09 04:45:00,5596.000
2021-01-09 04:45:00,2021-01-09 05:00:00,5616.000
2021-01-09 05:00:00,2021-01-09 05:15:00,5708.000
2021-01-09 05:15:00,2021-01-09 05:30:00,5780.000
2021-01-09 05:30:00,2021-01-09 05:45:00,5864.000
2021-01-09 05:45:00,2021-01-09 06:00:00,5940.000
2021-01-09 06:00:00,2021-01-09 06:15:00,5936.000
2021-01-09 06:15:00,2021-01-09 06:30:00,6036.000
2021-01-09 06:30:00,2021-01-09 06:45:00,6148.000
2021-01-09 06:45:00,2021-01-09 07:00:00,6252.000
2021-01-09 07:00:00,2021-01-09 07:15:00,6448.000
2021-01-09 07:15:00,2021-01-09 07:30:00,6568.000
2021-01-09 07:30:00,2021-01-09 07:45:00,6664.000
2021-01-09 07:45:00,2021-01-09 08:00:00,6736.000
2021-01-09 08:00:00,2021-01-09 08:15:00,6880.000
2021-01-09 08:15:00,2021-01-09 08:30:00,6968.000
2021-01-09 08:30:00,2021-01-09 08:45:00,7048.000
2021-01-09 08:45:00,2021-01-09 09:00:00,7112.000
2021-01-09 09:00:00,2021-01-09 09:15:00,7240.000
2021-01-09 09:15:00,2021-01-09 09:30:00,7300.000
2021-01-09 09:30:00,2021-01-09 09:45:00,7348.000
2021-01-09 09:45:00,2021-01-09 10:00:00,7388.000
2021-01-09 10:00:00,2021-01-09 10:15:00,7456.000
2021-01-09 10:15:00,2021-01-09 10:30:00,7496.000
2021-01-09 10:30:00,2021-01-09 10:45:00,7528.000
2021-01-09 10:45:00,2021-01-09 11:00:00,7592.000
2021-01-09 11:00:00,2021-01-09 11:15:00,7592.000
2021-01-09 11:15:00,2021-01-09 11:30:00,7632.000
2021-01-09 11:30:00,2021-01-09 11:45:00,7640.000
2021-01-09 11:45:00,2021-01-09 12:00:00,7560.000
2021-01-09 12:00:00,2021-01-09 12:15:00,7572.000
2021-01-09 12:15:00,2021-01-09 12:30:00,7508.000
2021-01-09 12:30:00,2021-01-09 12:45:00,7432.000
2021-01-09 12:45:00,2021-01-09 13:00:00,7372.000
2021-01-09 13:00:00,2021-01-09 13:15:00,7324.000
2021-01-09 13:15:00,2021-01-09 13:30:00,7284.000
2021-01-09 13:30:00,2021-01-09 13:45:00,7232.000
2021-01-09 13:45:00,2021-01-09 14:00:00,7176.000
2021-01-09 14:00:00,2021-01-09 14:15:00,7128.000
2021-01-09 14:15:00,2021-01-09 14:30:00,7104.000
2021-01-09 14:30:00,2021-01-09 14:45:00,7104.000
2021-01-09 14:45:00,2021-01-09 15:00:00,7084.000
2021-01-09 15:00:00,2021-01-09 15:15:00,7096.000
2021-01-09 15:15:00,2021-01-09 15:30:00,7100.000
2021-01-09 15:30:00,2021-01-09 15:45:00,7132.000
2021-01-09 15:45:00,2021-01-09 16:00:00,7188.000
2021-01-09 16:00:00,2021-01-09 16:15:00,7264.000
2021-01-09 16:15:00,2021-01-09 16:30:00,7360.000
2021-01-09 16:30:00,2021-01-09 16:45:00,7456.000
2021-01-09 16:45:00,2021-01-09 17:00:00,7560.000
2021-01-09 17:00:00,2021-01-09 17:15:00,7624.000
2021-01-09 17:15:00,2021-01-09 17:30:00,7660.000
2021-01-09 17:30:00,2021-01-09 17:45:00,7680.000
2021-01-09 17:45:00,2021-01-09 18:00:00,7692.000
2021-01-09 18:00:00,2021-01-09 18:15:00,7684.000
2021-01-09 18:15:00,2021-01-09 18:30:00,7624.000
2021-01-09 18:30:00,2021-01-09 18:45:00,7560.000
2021-01-09 18:45:00,2021-01-09 19:00:00,7532.000
2021-01-09 19:00:00,2021-01-09 19:15:00,7408.000
2021-01-09 19:15:00,2021-01-09 19:30:00,7336.000
2021-01-09 19:30:00,2021-01-09 19:45:00,7268.000
2021-01-09 19:45:00,2021-01-09 20:00:00,7216.000
2021-01-09 20:00:00,2021-01-09 20:15:00,7108.000
2021-01-09 20:15:00,2021-01-09 20:30:00,7008.000
2021-01-09 20:30:00,2021-01-09 20:45:00,6912.000
2021-01-09 20:45:00,2021-01-09 21:00:00,6824.000
2021-01-09 21:00:00,2021-01-09 21:15:00,6672.000
2021-01-09 21:15:00,2021-01-09 21:30:00,6588.000
2021-01-09 21:30:00,2021-01-09 21:45:00,6504.000
2021-01-09 21:45:00,2021-01-09 22:00:00,6420.000
2021-01-09 22:00:00,2021-01-09 22:15:00,6716.000
2021-01-09 22:15:00,2021-01-09 22:30:00,6676.000
2021-01-09 22:30:00,2021-01-09 22:45:00,6548.000
2021-01-09 22:45:00,2021-01-09 23:00:00,6456.000
2021-01-09 23:00:00,2021-01-09 23:15:00,6352.000
2021-01-09 23:15:00,2021-01-09 23:30:00,6216.000
2021-01-09 23:30:00,2021-01-09 23:45:00,6100.000
2021-01-09 23:45:00,2021-01-10 00:00:00,6008.000
2021-01-10 00:00:00,2021-01-10 00:15:00,5988.000
2021-01-10 00:15:00,2021-01-10 00:30:00,5896.000
2021-01-10 00:30:00,2021-01-10 00:45:00,5788.000
2021-01-10 00:45:00,2021-01-10 01:00:00,5700.000
2021-01-10 01:00:00,2021-01-10 01:15:00,5684.000
2021-01-10 01:15:00,2021-01-10 01:30:00,5596.000
2021-01-10 01:30:00,2021-01-10 01:45:00,5524.000
2021-01-10 01:45:00,2021-01-10 02:00:00,5464.000
2021-01-10 02:00:00,2021-01-10 02:15:00,5544.000
2021-01-10 02:15:00,2021-01-10 02:30:00,5480.000
2021-01-10 02:30:00,2021-01-10 02:45:00,5408.000
2021-01-10 02:45:00,2021-01-10 03:00:00,5360.000
2021-01-10 03:00:00,2021-01-10 03:15:00,5328.000
2021-01-10 03:15:00,2021-01-10 03:30:00,5288.000
2021-01-10 03:30:00,2021-01-10 03:45:00,5268.000
2021-01-10 03:45:00,2021-01-10 04:00:00,5256.000
2021-01-10 04:00:00,2021-01-10 04:15:00,5284.000
2021-01-10 04:15:00,2021-01-10 04:30:00,5288.000
2021-01-10 04:30:00,2021-01-10 04:45:00,5316.000
2021-01-10 04:45:00,2021-01-10 05:00:00,5340.000
2021-01-10 05:00:00,2021-01-10 05:15:00,5396.000
2021-01-10 05:15:00,2021-01-10 05:30:00,5432.000
2021-01-10 05:30:00,2021-01-10 05:45:00,5492.000
2021-01-10 05:45:00,2021-01-10 06:00:00,5528.000
2021-01-10 06:00:00,2021-01-10 06:15:00,5496.000
2021-01-10 06:15:00,2021-01-10 06:30:00,5560.000
2021-01-10 06:30:00,2021-01-10 06:45:00,5644.000
2021-01-10 06:45:00,2021-01-10 07:00:00,5728.000
2021-01-10 07:00:00,2021-01-10 07:15:00,5844.000
2021-01-10 07:15:00,2021-01-10 07:30:00,5940.000
2021-01-10 07:30:00,2021-01-10 07:45:00,6032.000
2021-01-10 07:45:00,2021-01-10 08:00:00,6100.000
